// 8332 mirai-httpflooding-2-dec
"No.","Time","Source","Destination","Protocol","Length","Info"
"34005","63.116380","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34007","63.120157","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34032","63.181918","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34038","63.201177","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34042","63.204892","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34048","63.208218","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34053","63.212118","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34056","63.215768","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34063","63.218018","52.219.40.136","192.168.0.13","TLSv1.2","1454","[TCP Previous segment not captured] , Ignored Unknown Record"
"34064","63.218088","52.219.40.136","192.168.0.13","TLSv1.2","161","Ignored Unknown Record"
"34065","63.218156","52.219.40.136","192.168.0.13","TLSv1.2","392","Server Key Exchange"
"34066","63.218225","52.219.40.136","192.168.0.13","TLSv1.2","63","Server Hello Done"
"34074","63.218873","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34098","63.221928","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34106","63.224858","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34150","63.286836","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34151","63.290438","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34173","63.306513","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34183","63.309881","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34204","63.313686","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34214","63.317353","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34223","63.324552","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34226","63.326586","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34263","63.409464","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34269","63.413290","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34272","63.418421","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34273","63.418862","104.118.134.215","192.168.0.24","SSLv2","1507","[TCP Fast Retransmission] , Encrypted Data [TCP segment of a reassembled PDU]"
"34276","63.421510","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34281","63.425001","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34290","63.429009","192.168.0.13","224.0.0.251","MDNS","77","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
"34293","63.429255","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34327","63.501394","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34330","63.504155","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34334","63.506813","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34338","63.509612","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34341","63.513241","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34344","63.516757","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34348","63.520357","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34351","63.523981","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34355","63.527516","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34363","63.532195","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34377","63.609448","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34398","63.613807","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34420","63.616233","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34427","63.620243","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34437","63.623566","192.168.0.13","224.0.0.251","MDNS","77","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
"34438","63.624910","192.168.0.13","224.0.0.251","MDNS","77","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
"34442","63.626054","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34457","63.629198","192.168.0.13","224.0.0.251","MDNS","77","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
"34459","63.629538","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34465","63.632530","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34474","63.635652","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34508","63.715162","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34549","63.837832","192.168.0.13","52.219.40.136","TLSv1.2","129","Client Key Exchange"
"34778","64.093774","192.168.0.13","52.219.40.136","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"34821","64.224071","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34824","64.227358","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34831","64.231623","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34839","64.234954","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34842","64.238116","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34846","64.242984","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34849","64.245145","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34854","64.250432","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34858","64.254055","223.39.123.191","192.168.0.24","TLSv1","91","Encrypted Alert"
"34863","64.255958","52.219.40.136","192.168.0.13","TLSv1.2","60","Change Cipher Spec"
"34864","64.256030","52.219.40.136","192.168.0.13","TLSv1.2","99","Encrypted Handshake Message"
"34905","64.311040","192.168.0.13","52.219.40.136","TLSv1.2","1206","Application Data"
"34906","64.312212","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34923","64.333422","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34927","64.337267","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34932","64.340321","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34939","64.346649","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"34945","64.349127","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35060","64.426387","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35067","64.431405","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35236","64.631685","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35337","64.640739","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35477","64.651767","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35577","64.659091","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35618","64.663093","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35631","64.727295","192.168.0.24","223.39.123.194","TLSv1","155","Application Data"
"35728","64.943347","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35742","64.946357","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35749","64.950402","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35754","64.952908","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35794","64.956394","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35808","64.960610","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35847","64.969404","223.39.123.194","192.168.0.24","TLSv1","128","Application Data, Application Data"
"35883","64.989691","192.168.0.24","223.39.123.191","TLSv1","91","Encrypted Alert"
"35885","64.993179","192.168.0.24","223.39.123.191","TLSv1","91","Encrypted Alert"
"35897","65.010510","192.168.0.24","223.39.123.191","TLSv1","212","Client Hello"
"35905","65.022415","223.39.123.191","192.168.0.24","TLSv1","1514","Server Hello"
"35910","65.022982","223.39.123.191","192.168.0.24","TLSv1","813","Certificate, Server Key Exchange, Server Hello Done"
"35925","65.034526","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35927","65.040218","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35931","65.043213","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35936","65.048210","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35940","65.051945","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35944","65.055459","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35946","65.058263","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"35960","65.087848","192.168.0.24","223.39.123.191","TLSv1","452","Client Hello"
"35984","65.291547","192.168.0.24","223.39.118.176","TLSv1","715","Application Data"
"36205","65.462939","192.168.0.24","223.39.123.191","TLSv1","192","Client Key Exchange, Ignored Unknown Record"
"36228","65.575511","223.39.123.191","192.168.0.24","TLSv1","199","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"36231","65.575789","223.39.118.176","192.168.0.24","TLSv1","459","Application Data"
"36239","65.578283","223.39.123.191","192.168.0.24","TLSv1","336","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"36319","65.655578","192.168.0.24","223.39.123.191","TLSv1","452","Client Hello"
"36320","65.655653","192.168.0.24","223.39.123.191","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"36321","65.655724","192.168.0.24","223.39.123.191","TLSv1","827","Application Data"
"36325","65.664414","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36334","65.669794","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36345","65.673806","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36350","65.677307","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36355","65.741001","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36362","65.761974","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36597","65.860424","223.39.123.191","192.168.0.24","TLSv1","199","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"36598","65.860498","223.39.123.191","192.168.0.24","TLSv1","485","Application Data, Application Data, Application Data"
"36599","65.860572","223.39.123.191","192.168.0.24","TLSv1","91","Application Data"
"36639","65.868049","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36648","65.870475","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36668","65.873613","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36683","65.877845","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36688","65.880596","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36749","65.912856","192.168.0.24","223.39.123.191","TLSv1","331","Application Data"
"36751","65.913001","192.168.0.24","223.39.123.191","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"36771","65.916039","223.39.123.191","192.168.0.24","TLSv1","199","[TCP Spurious Retransmission] , Encrypted Handshake Message, Change Cipher Spec, Encrypted Handshake Message"
"36795","65.972949","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36800","65.973598","192.168.0.24","223.39.123.191","TLSv1","331","Application Data"
"36804","65.975110","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36813","65.978453","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36817","65.981261","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36821","65.984388","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36824","65.987355","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36833","66.009250","223.39.123.191","192.168.0.24","TLSv1","538","Application Data, Application Data, Application Data, Application Data"
"36959","66.430888","192.168.0.13","224.0.0.251","MDNS","77","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
"36972","66.484430","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36975","66.487677","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36980","66.490439","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36984","66.494399","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"36987","66.497681","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37505","66.705740","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37552","66.712139","192.168.0.13","224.0.0.251","MDNS","77","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
"37555","66.713442","223.39.123.194","192.168.0.24","TLSv1","1296","Application Data, Application Data"
"37557","66.713596","223.39.123.191","192.168.0.24","TLSv1","538","Application Data, Application Data, Application Data, Application Data"
"37558","66.713750","192.168.0.13","224.0.0.251","MDNS","77","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
"37628","66.766294","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37634","66.776437","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37637","66.779458","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37640","66.782516","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37644","66.785387","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37647","66.789152","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37651","66.792817","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37654","66.795991","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37658","66.799351","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37662","66.804320","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37665","66.806359","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37708","66.993958","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37715","67.001062","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37718","67.004247","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37723","67.008358","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37727","67.011126","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37980","68.004289","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37984","68.008938","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37987","68.012797","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37989","68.017397","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37995","68.019994","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"37998","68.023489","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38002","68.026983","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38013","68.030749","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38017","68.034014","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38021","68.037097","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38038","68.098221","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38096","68.220235","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38100","68.224140","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38111","68.227490","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38114","68.230811","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38119","68.233966","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38122","68.237720","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38125","68.241004","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38129","68.244161","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38166","68.307686","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38168","68.313176","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38171","68.317281","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38176","68.323041","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38179","68.326552","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38185","68.330492","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38190","68.335836","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38194","68.339289","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38199","68.342469","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38210","68.400641","192.168.0.19","163.152.1.1","DNS","83","Standard query 0x5160 A router12.teamviewer.com"
"38211","68.400881","192.168.0.19","163.152.11.6","DNS","83","Standard query 0x5160 A router12.teamviewer.com"
"38237","68.521111","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38240","68.524138","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38365","68.823966","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38439","68.863279","17.242.28.70","192.168.0.14","TLSv1.2","119","Application Data"
"38473","68.950205","223.39.123.194","192.168.0.24","TLSv1","1514","Application Data"
"38513","69.035424","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38516","69.043845","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38519","69.046519","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38523","69.050093","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38526","69.053043","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38530","69.056444","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38533","69.059562","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38536","69.064319","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38550","69.122897","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38566","69.259518","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38570","69.262572","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38695","69.455904","223.39.123.194","192.168.0.24","TLSv1","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"38697","69.458818","192.168.0.13","52.219.40.136","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"38699","69.459378","192.168.0.13","52.219.40.136","TLSv1.2","652","Application Data, Application Data"
"38717","69.501781","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38718","69.501896","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38727","69.513128","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38730","69.519565","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38731","69.520742","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38737","69.545277","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38745","69.554426","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38753","69.563232","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38756","69.566351","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38757","69.567717","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38766","69.579511","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38767","69.579594","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38772","69.580911","52.219.40.136","192.168.0.13","TLSv1.2","557","Application Data"
"38811","69.601566","192.168.0.13","52.219.40.136","TLSv1.2","85","Encrypted Alert"
"38813","69.605222","192.168.0.19","163.152.1.1","DNS","83","Standard query 0x10f4 A router10.teamviewer.com"
"38814","69.605302","192.168.0.19","163.152.11.6","DNS","83","Standard query 0x10f4 A router10.teamviewer.com"
"38822","69.643121","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38823","69.643195","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38829","69.659053","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38830","69.659180","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38833","69.667762","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38835","69.670849","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38843","69.682457","223.39.123.194","192.168.0.24","TLSv1","1514","Ignored Unknown Record"
"38844","69.682612","223.39.123.194","192.168.0.24","TLSv1","66","Ignored Unknown Record"
"38857","69.696223","52.219.40.136","192.168.0.13","TLSv1.2","85","Encrypted Alert"
"38947","70.059802","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38950","70.061971","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38954","70.066976","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38958","70.070786","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38961","70.074505","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38970","70.078224","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38980","70.081994","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38982","70.083568","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38986","70.085649","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"38994","70.091185","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39032","70.177925","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39033","70.178099","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"39039","70.186921","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39056","70.262907","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39063","70.278704","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39072","70.282629","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39081","70.285347","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39086","70.289630","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39355","70.776852","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39358","70.779926","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39361","70.783913","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39365","70.787742","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39368","70.790907","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39371","70.793691","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39375","70.796635","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39383","70.799604","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39398","70.805438","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"39415","70.817282","223.39.123.191","192.168.0.24","TLSv1","91","Encrypted Alert"
"39855","71.867544","223.39.123.191","192.168.0.24","TLSv1","91","Encrypted Alert"
"39858","71.867861","223.39.123.191","192.168.0.24","TLSv1","91","Encrypted Alert"
"39927","72.064634","223.39.123.194","192.168.0.24","TLSv1","1514","[TCP Spurious Retransmission] , Ignored Unknown Record"
"39928","72.064771","223.39.123.194","192.168.0.24","TLSv1","1514","[TCP Spurious Retransmission] , Ignored Unknown Record"
"40006","72.295259","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
"40069","72.470684","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"40070","72.470825","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"40085","72.474589","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"40086","72.474662","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"40087","72.474997","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"40088","72.475074","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"40091","72.476517","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"40092","72.476593","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"40157","72.630823","192.168.0.19","163.152.1.1","DNS","82","Standard query 0x96c6 A router2.teamviewer.com"
"40181","72.643433","192.168.0.13","210.89.164.90","HTTP","74","GET / HTTP/1.0 Continuation"
